mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
599,Yuugen Kaisha,6.48,"Action, Adventure, Comedy, Super Power, Supernatural, Magic, Vampire",Phantom Quest Corp.,幽幻怪社,OVA,4,"Aug 25, 1994 to Feb 25, 1995",Unknown,Unknown,Unknown,Madhouse,Original,30 min. per ep.,PG-13 - Teens 13 or older,6024.0,4440,Koichi ChigiraMorio AsakaJun'ichi Sakata,
602,KO Seiki Beast Sanjuushi,6.52,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",KO Century Beast Warriors,ＫＯ世紀　ビースト三獣士,OVA,7,"May 2, 1992 to Nov 21, 1993",Unknown,"Movic, Sony Music Entertainment",Nozomi Entertainment,Gainax,Original,29 min. per ep.,PG-13 - Teens 13 or older,5780.0,2180,Hiroshi Negishi,Yasuhisa KazamaNagateru KatoToru Harada
604,Mahou no Stage Fancy Lala,7.12,"Music, Comedy, Drama, Magic, Romance, Shoujo",Magical Stage Fancy Lala,魔法のステージ・ファンシーララ,TV,26,"Apr 5, 1998 to Sep 27, 1998",Spring 1998,"Bandai Visual, Geneon Universal Entertainment, TV Osaka, Yomiuri Advertising, TV Tokyo Music",Bandai Entertainment,Studio Pierrot,Original,24 min. per ep.,G - All Ages,3125.0,9453,Takahiro Omori,Junji AshidaReiko FukakusaShin'ichi IkedaKazuhiko Ikeguchi
607,Otogi Juushi Akazukin,6.95,"Adventure, Comedy, Fantasy",Fairy Musketeers,おとぎ銃士 赤ずきん,TV,39,"Jul 1, 2006 to Mar 31, 2007",Summer 2006,Unknown,Unknown,Madhouse,Original,24 min. per ep.,PG-13 - Teens 13 or older,3791.0,5980,Takaaki Ishiyama,
614,Okusama wa Mahou Shoujo,6.34,"Magic, Romance",Madam is a Magical Girl,奥さまは魔法少女,TV,13,"Jul 4, 2005 to Sep 26, 2005",Summer 2005,"Media Factory, Amber Film Works",Unknown,J.C.Staff,Original,24 min. per ep.,PG-13 - Teens 13 or older,6681.0,7731,Hiroshi Nishikiori,Oshi YoshinumaIsao HidakaYuuji MatsukuraTakahiro Inagaki
620,Takahashi Rumiko Gekijou Ningyo no Mori,7.06,"Mystery, Horror, Drama, Fantasy",Mermaid Forest,高橋留美子劇場 人魚の森,TV,13,"Oct 5, 2003 to Dec 21, 2003",Fall 2003,TV Tokyo,Geneon Entertainment USA,TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),3419.0,22339,Masaharu Okuwaki,Ayao UedaShirō Sasaki
626,Mamotte Shugogetten!,6.68,"Comedy, Fantasy, Magic, Romance, Shounen","Protect Me, Heavenly Moon Guardian!",まもって守護月天！,TV,22,"Oct 17, 1998 to Apr 3, 1999",Fall 1998,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4997.0,7109,"Yukio Kaizawa (#1, 4, 5, 8)Harume Kosaka (#2–3)Hiroki Shibata (#6)Hidehiko Kadota (#7)",Hiroyuki SakuradaMitsuteru Shibata
630,Mahoutsukai Tai! (TV),6.78,"Sci-Fi, Comedy, Magic, Romance, School",Magic User's Club,魔法使いTai!,TV,13,"Jul 7, 1999 to Oct 6, 1999",Summer 1999,"Bandai Visual, Triangle Staff","Nozomi Entertainment, Media Blasters, NYAV Post","Madhouse, Production Reed",Unknown,24 min. per ep.,PG-13 - Teens 13 or older,4553.0,8814,Junichi Sato,Kazuhiko Ikeguchi
641,Ichigo 100% Special 2,6.88,"Comedy, Ecchi, Romance, Shounen",Strawberry 100%,いちご100%,Special,1,"Dec 18, 2005",Unknown,Unknown,Unknown,Madhouse,Manga,23 min.,PG-13 - Teens 13 or older,4111.0,16648,Tomoki Kobayashi,Naoki WatanabeTetsuo Daitoku
650,Gunsmith Cats,7.27,"Action, Comedy, Police, Seinen",Gunsmith Cats,ガンスミス キャッツ,OVA,3,"Nov 1, 1995 to Sep 1, 1996",Unknown,"VAP, TBS, Kodansha","ADV Films, AnimEigo",OLM,Manga,29 min. per ep.,PG-13 - Teens 13 or older,2498.0,33519,Takeshi MoriKazuya Murata (unit director),
667,Kashimashi: Girl Meets Girl,6.67,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",Girl Meets Girl,かしまし〜ガール・ミーツ・ガール〜,TV,12,"Jan 12, 2006 to Mar 30, 2006",Winter 2006,"Bandai Visual, Lantis",Media Blasters,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5054.0,43400,Nobuaki Nakanishi,
668,Koi Koi 7,5.81,"Comedy, Harem, Romance",Koi Koi Seven,こいこい7,TV,13,"Apr 2, 2005 to Jun 25, 2005",Spring 2005,Trinet Entertainment,Discotek Media,Studio Flag,Manga,25 min. per ep.,R+ - Mild Nudity,8809.0,14063,Yoshitaka Fujimoto,
682,Otogi Story Tenshi no Shippo,6.56,"Fantasy, Magic, Comedy, Harem, Romance",Angel Tales,おとぎストーリー　天使のしっぽ,TV,12,"Oct 4, 2001 to Dec 20, 2001",Fall 2001,Lantis,Bandai Entertainment,Tokyo Kids,Original,22 min. per ep.,PG-13 - Teens 13 or older,5578.0,12885,Norio Kashima,Kazunori OkadaKatsuaki Yamamoto
683,Otogi Story Tenshi no Shippo Specials,6.4,"Comedy, Fantasy, Magic, Romance",Angel Tales,おとぎストーリー　天使のしっぽ,OVA,2,"Mar 25, 2002 to Jul 25, 2002",Unknown,Unknown,Unknown,Unknown,Unknown,23 min. per ep.,PG-13 - Teens 13 or older,6413.0,1836,Norio Kashima,Kazunori OkadaKatsuaki Yamamoto
687,Tokyo Mew Mew,6.99,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",Mew Mew Power,東京ミュウミュウ,TV,52,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,"Kodansha, TV Aichi",4Kids Entertainment,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3669.0,115993,Takahiro Natori,Akifumi TakayanagiHideyuki KachiKen HaginoNoboru Yamada
690,Kyuuketsuhime Miyu (TV),7.15,"Action, Horror, Demons, Drama, Vampire, Shoujo",Vampire Princess Miyu,吸血姫美夕,TV,26,"Oct 6, 1997 to Mar 30, 1998",Fall 1997,Studio Jack,"Tokyopop, Maiden Japan",AIC,Manga,25 min. per ep.,R - 17+ (violence & profanity),2998.0,31840,Toshiki Hirano (chief)Keitarō Motonaga,Shigeto YamazakiKazunori Takashiro
711,Uchuu Senkan Yamato (Movie),6.73,"Military, Sci-Fi, Space, Drama",Space Battleship Yamato,宇宙戦艦ヤマト,Movie,1,"Aug 6, 1977",Unknown,Unknown,Unknown,Unknown,Original,2 hr. 20 min.,PG-13 - Teens 13 or older,4749.0,4125,Leiji Matsumoto,Yoshinobu Nishizaki
712,Zoids Genesis,7.24,"Action, Adventure, Comedy, Mecha, Military",Zoids Genesis,ゾイド ジェネシス,TV,50,"Apr 10, 2005 to Mar 26, 2006",Spring 2005,Unknown,VIZ Media,Shogakukan Music & Digital Entertainment,Unknown,25 min. per ep.,PG - Children,2599.0,13793,Kazunori Mizuno,Fukashi AzumaToshihiro Nakazawa
714,High School! Kimengumi,7.27,"Comedy, Parody, Romance, School, Shounen",Funny Faces in High School,ハイスクール！奇面組,TV,86,"Oct 20, 1985 to Oct 3, 1987",Fall 1985,"Studio Comet, Tsuchida Productions",Unknown,Unknown,Manga,25 min. per ep.,Unknown,2478.0,2755,Hiroshi Fukutomi (part 3)  Makoto Moriwaki (part 1)  Shin Misawa (part 2),Hiromichi Mogaki  Kazuo Harada  Yoshiro Kataoka
715,Yume de Aetara,6.45,"Comedy, Drama, Ecchi, Romance, Seinen",If I See You in My Dreams,夢で逢えたら,OVA,3,"Apr 21, 1998 to Dec 19, 1998",Unknown,TBS,Media Blasters,J.C.Staff,Manga,30 min. per ep.,PG-13 - Teens 13 or older,6148.0,4412,Takeshi Yamaguchi,
718,Yume de Aetara (TV),6.46,"Comedy, Drama, Romance, Seinen, Slice of Life",If I See You in My Dreams,夢で逢えたら,TV,16,"Nov 30, 1998 to Dec 24, 1998",Fall 1998,TBS,Media Blasters,J.C.Staff,Manga,7 min. per ep.,R+ - Mild Nudity,6095.0,5971,Takeshi Yamaguchi,
719,Ai no Kusabi,7.14,"Drama, Romance, Sci-Fi, Yaoi",Ai no Kusabi,間の楔,OVA,2,"Aug 1, 1992 to May 1, 1994",Unknown,On-Lead,Unknown,AIC,Light novel,54 min. per ep.,R+ - Mild Nudity,Unknown,31729,Katsuhito Akiyama,
721,Princess Tutu,8.15,"Comedy, Drama, Fantasy, Magic, Mystery, Romance",Princess Tutu,プリンセスチュチュ,TV,38,"Aug 16, 2002 to May 23, 2003",Summer 2002,"Memory-Tech, GANSIS, Marvelous AQL","ADV Films, Sentai Filmworks",Hal Film Maker,Original,16 min. per ep.,PG-13 - Teens 13 or older,368.0,129950,Junichi Sato (chief)Shogo Koumoto,Atsushi MoriyamaTomoko KawasakiMasafumi FukuiTaiji SuinouYoshiaki MatsumotoShironori Kawasaki
727,Kingyo Chuuihou!,6.79,"Comedy, Kids, Shoujo",Goldfish Warning!,きんぎょ注意報！,TV,54,"Jan 12, 1991 to Feb 29, 1992",Winter 1991,Unknown,Unknown,Toei Animation,Unknown,24 min. per ep.,PG - Children,4497.0,2134,Junichi Sato,
729,Hiatari Ryoukou!,7.09,"Comedy, Romance, School, Shoujo, Sports",Sunny Ryoko,陽あたり良好！,TV,48,"Mar 29, 1987 to Mar 20, 1988",Spring 1987,Unknown,Unknown,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3259.0,3571,Kimiharu Oguma,Hideo Kawano
736,Keiraku no Houteishiki Level-C,5.89,"Hentai, Drama, Yaoi",Level-C,快楽の方程式 LEVEL-C,OVA,1,"Jul 14, 1995",Unknown,Milky Animation Label,Media Blasters,J.C.Staff,Manga,30 min.,Rx - Hentai,Unknown,13308,Yorifusa Yamaguchi,
743,Umi ga Kikoeru,6.61,"Drama, Romance, School, Slice of Life",The Ocean Waves,海がきこえる,Special,1,"May 5, 1993",Unknown,Unknown,GKIDS,"J.C.Staff, Studio Ghibli",Novel,1 hr. 12 min.,PG-13 - Teens 13 or older,5319.0,77432,Masahiro Nakano,"Tetsuya Kuroda (TV Asahi), Masayuki Morikawa (Horipro)"
746,Papa to Kiss in the Dark,6.03,"Comedy, Drama, Romance, Yaoi",Papa to Kiss in the Dark,パパとKISS IN THE DARK,OVA,2,"Nov 23, 2005 to Dec 21, 2005",Unknown,"Hakusensha, Three Fat Samurai, Sol Blade",Unknown,TNK,Light novel,30 min. per ep.,R+ - Mild Nudity,Unknown,43718,Asumi Matsumura,Tomoko OhnoYoko Maki
747,Haru wo Daite Ita,6.76,"Drama, Romance, Yaoi",Embracing Love,春を抱いていた,OVA,2,"Mar 31, 2005 to May 27, 2005",Unknown,"Frontier Works, On-Lead","Media Blasters, Kitty Media",Trinet Entertainment,Manga,30 min. per ep.,R+ - Mild Nudity,Unknown,22629,Yoshikata Nitta,
752,Osakana wa Ami no Naka,4.96,"Drama, Shounen Ai",Fish in the Trap,おさかなはあみの中,OVA,1,"Jul 21, 1994",Unknown,Echo,Unknown,J.C.Staff,Manga,27 min.,R+ - Mild Nudity,10633.0,7243,Takahiro Okabi,Tomoko Kawasaki
755,Boku no Sexual Harassment,5.69,"Hentai, Yaoi",My Sexual Harassment,僕のセクシャルハラスメント,OVA,3,"Dec 15, 1994 to Oct 6, 1995",Unknown,Triple X,Media Blasters,Unknown,Novel,36 min. per ep.,Rx - Hentai,Unknown,15491,Yousei Morino,
758,RahXephon: Tagen Hensoukyoku,7.04,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",RahXephon:Pluralitas Concentio,ラーゼフォン 多元変奏曲,Movie,1,"Apr 19, 2003",Unknown,"Media Factory, Shochiku, Asatsu DK, Sakura Create",ADV Films,Bones,Original,2 hr.,PG-13 - Teens 13 or older,3480.0,13589,Tomoki Kyoda,Daisuke KawakamiGo HarunaKatsuji NagataMasahiko MinamiShirō Sasaki
764,Zoids Shinseiki/Zero,7.34,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",Zoids:New Century,ゾイド新世紀／ゼロ,TV,26,"Jan 6, 2001 to Jun 30, 2001",Winter 2001,Unknown,VIZ Media,Xebec,Unknown,24 min. per ep.,PG - Children,2181.0,24166,Takao Kato,Hiroshi MorotomiToshihiro Nakazawa
777,Hellsing Ultimate,8.4,"Action, Military, Horror, Supernatural, Vampire, Seinen",Hellsing Ultimate,HELLSING OVA,OVA,10,"Feb 10, 2006 to Dec 26, 2012",Unknown,"Geneon Universal Entertainment, StudioRF Inc., Shounen Gahousha","Funimation, Geneon Entertainment USA","Madhouse, Satelight, Graphinica",Manga,50 min. per ep.,R - 17+ (violence & profanity),154.0,676023,Tomokazu Tokoro (#1–4)Hiroyuki Tanaka (#5–7)Yasuhiro Matsumura (#8–10)Kenichi Suzuki (#8–10),Hiroki Yoshioka
782,Gasaraki,6.66,"Psychological, Mecha, Military, Supernatural, Drama",Gasaraki,ガサラキ,TV,25,"Oct 4, 1998 to Mar 28, 1999",Fall 1998,"Yomiko Advertising, Atelier Musa","ADV Films, Nozomi Entertainment",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,5082.0,17612,Ryōsuke TakahashiGorō Taniguchi (assistant director),Kazunori TakagiFumikuni FurusawaTsunetoshi KoikeEiji Kanaoka
790,Ergo Proxy,7.92,"Psychological, Mystery, Sci-Fi",Ergo Proxy,エルゴプラクシー,TV,23,"Feb 25, 2006 to Aug 12, 2006",Winter 2006,"Geneon Universal Entertainment, WOWOW, Sakura Create","Funimation, Geneon Entertainment USA",Manglobe,Original,25 min. per ep.,R - 17+ (violence & profanity),651.0,478552,Shūkō Murase,Akio MatsudaSatoshi FujiiHiroyuki KitauraTakashi Kōchiyama
795,Oniisama e...,7.79,"Psychological, Drama, School, Shoujo, Shoujo Ai","Brother, Dear Brother",おにいさまへ…,TV,39,"Jul 14, 1991 to May 31, 1992",Summer 1991,NHK,Unknown,Tezuka Productions,Manga,25 min. per ep.,PG-13 - Teens 13 or older,832.0,28971,Osamu Dezaki,Hirotaka MatsumotoMasakazu Shioura
808,Bakuretsu Hunters OVA,6.54,"Action, Adventure, Harem, Comedy, Super Power, Magic, Romance, Ecchi, Fantasy, Shounen",Sorcerer Hunters,元祖　爆れつハンター,OVA,3,"Dec 21, 1996 to Apr 23, 1997",Unknown,"Tokyo Kids, Movic",ADV Films,"Xebec, Production Reed",Manga,28 min. per ep.,R+ - Mild Nudity,5658.0,5518,Takao Kato,
810,Android Ana Maico 2010,6.44,"Comedy, Drama, Sci-Fi, Seinen",Android Announcer Maico 2010,アンドロイド・アナ　MAICO ２０１０,TV,24,"Apr 6, 1998 to Sep 28, 1998",Spring 1998,"Pony Canyon, animate Film, Movic",Unknown,"Group TAC, Animaruya",Manga,14 min. per ep.,PG-13 - Teens 13 or older,6197.0,2867,Koji Masunari,Shiko ShirakawaYasushi Yoritsune
813,Dragon Ball Z,8.16,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball Z,ドラゴンボールZ,TV,291,"Apr 26, 1989 to Jan 31, 1996",Spring 1989,Fuji TV,Funimation,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,348.0,888982,Yasuhiro Nowatari (#1–98)Naohiro Terazaki (#99–159~167),Kenji Shimizu (#1–199)Kōji Kaneda (#108–291)
816,Nanako Kaitai Shinsho,5.58,"Military, Sci-Fi, Comedy, Mecha",Amazing Nurse Nanako,菜々子解体診書,OVA,6,"Jul 5, 1999 to Mar 24, 2000",Unknown,"Genco, Pioneer LDC",Geneon Entertainment USA,Radix,Original,26 min. per ep.,R+ - Mild Nudity,9462.0,9224,Yasuhiro Kuroda,Yasuyuki UedaNobuhiro Ōsawa
818,Sakura Tsuushin,6.21,"Comedy, Drama, Romance, Slice of Life",Sakura Diaries,桜通信,OVA,12,"May 21, 1997 to Oct 22, 1997",Unknown,"Kitty Films, Studio Tulip",ADV Films,Shaft,Manga,24 min. per ep.,R+ - Mild Nudity,7278.0,11429,Kunitoshi Okajima,Hideaki Kaneko (Victor Entertainment)Shōji Muronaga (Kitty Film)Tooru TagaHiroshi Wakao (Shaft)
820,Ginga Eiyuu Densetsu,9.07,"Military, Sci-Fi, Space, Drama",Legend of the Galactic Heroes,銀河英雄伝説,OVA,110,"Jan 8, 1988 to Mar 17, 1997",Unknown,"Kitty Films, K-Factory",Sentai Filmworks,"Artland, Magic Bus",Novel,26 min. per ep.,R - 17+ (violence & profanity),7.0,230168,Shunsuke Tada,Hidemasa Tasaka
830,Sexfriend,6.68,Hentai,Sexfriend,SEXFRIEND ～セックスフレンド～,OVA,2,"Jan 22, 2004 to Apr 23, 2004",Unknown,"Green Bunny, Cosmic Ray",Media Blasters,Shinkuukan,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,15807,Kurige Katsura,Riki Toshihide Ota
831,Chicchana Yukitsukai Sugar,7.08,"Comedy, Fantasy, Slice of Life",A Little Snow Fairy Sugar,ちっちゃな雪使いシュガー,TV,24,"Oct 2, 2001 to Mar 26, 2002",Fall 2001,"Kadokawa Shoten, Broccoli, TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Original,24 min. per ep.,PG - Children,3274.0,20179,Shinichiro Kimura,
833,Choujuushin Gravion,6.4,"Action, Comedy, Mecha, Sci-Fi, Shounen",Super Heavy God Gravion,超重神グラヴィオン,TV,13,"Oct 7, 2002 to Dec 16, 2002",Fall 2002,Imagica,ADV Films,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,6402.0,11360,Masami Ōbari,
837,Kyou no 5 no 2,7.24,"Comedy, Ecchi, School, Seinen",Today in Class 5-2,今日の５の２,OVA,4,"Mar 24, 2006 to Mar 21, 2007",Unknown,Unknown,Unknown,Shinkuukan,Manga,29 min. per ep.,PG-13 - Teens 13 or older,2608.0,27752,Tsuyoshi Nagasawa,Gou Nakanishi
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,6.07,"Drama, Seinen, Thriller",Shadow Star Narutaru,なるたる ～骸なる星・珠たる子～,TV,13,"Jul 7, 2003 to Sep 29, 2003",Summer 2003,Kids Station,Central Park Media,Planet,Manga,24 min. per ep.,R - 17+ (violence & profanity),7922.0,29056,Toshiaki Iino,
840,Narue no Sekai,6.59,"Comedy, Romance, Sci-Fi",The World of Narue,成恵の世界,TV,12,"Apr 5, 2003 to Jun 28, 2003",Spring 2003,"Lantis, Media Factory, Pony Canyon, Imagica","ADV Films, Central Park Media",Studio Live,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5403.0,16213,Toyoo Ashida (Chief)Hiromitsu Morita,
842,Ushio to Tora,7.16,"Action, Comedy, Horror",Ushio and Tora,うしおととら,OVA,10,"Sep 11, 1992 to Aug 1, 1993",Unknown,"OB Planning, Toshiba EMI, Toho, Shogakukan",ADV Films,Pastel,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2933.0,11146,Satoshi Nishimura,Hidenori ItahashiShinji SekizawaShigeki OzakiKazuo Ōnuki
848,Jinki:Extend - Sorekara,6.21,"Sci-Fi, Mecha",Jinki:Extend,ジンキ・エクステンド 第13話 「それから」,OVA,1,"Feb 22, 2006",Unknown,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min.,R - 17+ (violence & profanity),7317.0,2585,Masahiko Murata,Schreck HedwickMakoto TakigasakiShigeru Tateishi
849,Suzumiya Haruhi no Yuuutsu,7.88,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,TV,14,"Apr 3, 2006 to Jul 3, 2006",Spring 2006,"Lantis, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Kyoto Animation,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,702.0,745062,Yasuhiro Takemoto,Hideaki HattaAtushi Itou
850,Gakuen Heaven,6.55,"Harem, Comedy, Drama, Romance, School, Shounen Ai",Gakuen Heaven,学園ヘヴン,TV,13,"Apr 1, 2006 to Jun 24, 2006",Spring 2006,"Geneon Universal Entertainment, Visual Art's",Media Blasters,Tokyo Kids,Visual novel,26 min. per ep.,PG-13 - Teens 13 or older,5618.0,55034,Yukina Hiiro,
853,Ouran Koukou Host Club,8.2,"Comedy, Harem, Romance, School, Shoujo",Ouran High School Host Club,桜蘭高校ホスト部,TV,26,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,"VAP, Hakusensha, Nippon Television Network",Funimation,Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older,305.0,827960,Takuya Igarashi,Choru HanYasuhito Tachibana
855,Strawberry Panic,7.31,"Drama, Romance, School, Shoujo Ai",Strawberry Panic,ストロベリー・パニック,TV,26,"Apr 4, 2006 to Sep 26, 2006",Spring 2006,"Lantis, Dwango",Media Blasters,"Madhouse, Imagin",Other,25 min. per ep.,PG-13 - Teens 13 or older,2285.0,113097,Masayuki Sakoi,
856,Utawarerumono,7.67,"Action, Drama, Fantasy, Sci-Fi",Utawarerumono,うたわれるもの,TV,26,"Apr 4, 2006 to Sep 26, 2006",Spring 2006,"Lantis, Half H.P Studio, AQUAPLUS","ADV Films, Funimation",OLM,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),1103.0,140221,Kenichi Kawamura,Naoya Shimokawa
857,Air Gear,7.53,"Action, Comedy, Ecchi, Shounen, Sports",Air Gear,エア・ギア,TV,25,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,"Marvelous, Kodansha","ADV Films, Funimation",Toei Animation,Manga,24 min. per ep.,R+ - Mild Nudity,1469.0,298135,Shinji Ishihira,Kensuke TateishiMasakazu YoshimotoShōya Fukuda
858,Gunparade Orchestra,5.92,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",Gunparade Orchestra,ガンパレード・オーケストラ,TV,24,"Oct 4, 2005 to Mar 28, 2006",Fall 2005,Unknown,Unknown,Brain's Base,Game,25 min. per ep.,PG-13 - Teens 13 or older,8466.0,4027,Yutaka Sato (Chief)Toshiya Shinohara,
859,Digimon Savers,6.95,"Adventure, Comedy, Drama, Fantasy, Shounen",Digimon Data Squad,デジモンセイバーズ,TV,48,"Apr 2, 2006 to Mar 25, 2007",Spring 2006,Fuji TV,Flatiron Film Company,Toei Animation,Original,23 min. per ep.,PG - Children,3810.0,71051,Nakamura Tetsuharu,Atsushiya TakaseAtsutoshi UmezawaHiroaki ShibataKoji KanedaShinichi Ikeda
861,xxxHOLiC,8.01,"Comedy, Drama, Mystery, Psychological, Supernatural",xxxHOLiC,×××HOLiC（ホリック）,TV,24,"Apr 7, 2006 to Sep 29, 2006",Spring 2006,"TBS, BMG Japan, Kids Station, Kodansha",Funimation,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,527.0,249828,Tsutomu Mizushima,Toru KawaguchiShuichi MachidaJunji SekiTetsuya WatanabeTsuyoshi YoshidaNanase Ohkawa
863,Joshikousei: Girl's High,6.58,"Comedy, Drama, Ecchi, School, Slice of Life",High School Girls,女子高生 GIRL'S HIGH,TV,12,"Apr 4, 2006 to Jun 20, 2006",Spring 2006,"Genco, Showgate, Futabasha",Media Blasters,Arms,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5484.0,31305,Yoshitaka Fujimoto,Kouhei KawaseTakaya IbiraOsamu KoshinakaKyouichi Nonaka
865,Kikou Senki Dragonar,6.7,"Sci-Fi, Adventure, Space, Mecha",Metal Armor Dragonar,機甲戦記ドラグナー,TV,48,"Feb 7, 1987 to Jan 30, 1988",Winter 1987,"Sotsu, Nagoya Broadcasting Network",Unknown,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,4893.0,4078,Takeyuki Kanda[1],
872,Mahou Shoujo-tai Arusu,7.09,"Adventure, Comedy, Fantasy, Magic",Tweeny Witches,魔法少女隊アルス,TV,40,"Apr 9, 2004 to Mar 4, 2005",Spring 2004,"Tohokushinsha Film Corporation, Beyond C.",Media Blasters,Studio 4°C,Original,9 min. per ep.,PG-13 - Teens 13 or older,3267.0,25235,Yoshiharu Ashino,Wataru TanakaRika TsurusakiShinjirō YokoyamaHiroyuki HattoriShinsaku Tanaka
873,.hack//Roots,6.91,"Adventure, Drama, Fantasy, Game, Sci-Fi",.hack//roots,.hack//Roots,TV,26,"Apr 6, 2006 to Sep 28, 2006",Spring 2006,"TV Tokyo, Bandai Visual, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,3982.0,66696,Koichi Mashimo,
874,Digimon Tamers,7.62,"Adventure, Comedy, Drama, Fantasy, Shounen",Digimon Tamers,デジモンテイマーズ,TV,51,"Apr 1, 2001 to Mar 31, 2002",Spring 2001,"Yomiko Advertising, Fuji TV","Saban Entertainment, Flatiron Film Company",Toei Animation,Original,25 min. per ep.,PG - Children,1223.0,160643,Tetsuji Nakamura,Hiromi SekiKyotaro Kimura
878,Zegapain,7.35,"Action, Mecha, Romance, Sci-Fi",Zegapain,ゼーガペイン,TV,26,"Apr 6, 2006 to Sep 28, 2006",Spring 2006,"TV Tokyo, Dentsu, Atelier Musa","Bandai Entertainment, Sentai Filmworks",Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,2112.0,29544,Masami Shimoda,Yoshikazu BeniyaNorio YamakawaFumikuni FurusawaShintarō Kogake
884,Shin Angyo Onshi,6.88,"Action, Fantasy",Blade of the Phantom Master,新暗行御史,Movie,1,"Dec 4, 2004",Unknown,Shogakukan-Shueisha Productions,"ADV Films, Funimation, OLM Digital",OLM Digital,Manga,1 hr. 25 min.,R - 17+ (violence & profanity),4137.0,16686,Jōji ShimuraAhn Tae-kun,Bunsho KajiyaShukichi KandaYang Jee-hyeLee Sang-donLee Dong-ki
885,Tenshi no Tamago,7.69,"Fantasy, Dementia, Drama",Angel's Egg,天使のたまご,OVA,1,"Dec 22, 1985",Unknown,Tokuma Shoten,Anchor Bay Films,Studio Deen,Original,1 hr. 11 min.,PG-13 - Teens 13 or older,1065.0,91300,Mamoru Oshii,"
Hiroshi Hasegawa
Masao Kobayashi
Kōki Miura
Yutaka Wada
"
890,Yuusha-Ou GaoGaiGar,7.82,"Adventure, Mecha, Sci-Fi, Shounen",King of Braves GaoGaiGar,勇者王ガオガイガー,TV,49,"Feb 1, 1997 to Jan 31, 1998",Winter 1997,Victor Entertainment,Media Blasters,Sunrise,Original,25 min. per ep.,G - All Ages,803.0,16588,Yoshitomo Yonetani,Hitoshi KakoToshinori Yokoyama (Nagoya TV)Mami Kohara (Tokyu Agency)Ryōsuke Takahashi (Sunrise)
910,Himawari!,6.34,"Adventure, Comedy, Martial Arts",Himawari!,ひまわりっ!,TV,13,"Apr 9, 2006 to Jul 2, 2006",Spring 2006,"Genco, Starchild Records, Tohokushinsha Film Corporation",Maiden Japan,Arms,Original,24 min. per ep.,PG-13 - Teens 13 or older,6678.0,21384,Shigenori Kageyama,Kazuaki MorijiriYoshikazu Tochihira
913,Kakutou Bijin Wulong,6.6,"Action, Ecchi, Martial Arts",Fighting Beauty Wulong,格闘美神 武龍,TV,25,"Oct 10, 2005 to Mar 26, 2006",Fall 2005,Unknown,Unknown,TMS Entertainment,Manga,25 min. per ep.,R - 17+ (violence & profanity),5375.0,4931,Yoshio Suzuki,
